id,slide_name,label_name,x,y,w,h
15241,HNL-33-18_HR2a_04_01,Tissue Only,1878.92319055,737.295790251,128.0,128.0
15242,HNL-33-18_HR2a_04_01,Tissue Only,2002.38238552,1300.12315362,128.0,128.0
15243,HNL-33-18_HR2a_04_01,Tissue Only,1775.75886263,1259.89235598,128.0,128.0
15244,HNL-33-18_HR2a_04_01,Tissue with Bkg,2232.65509601,666.151587888,128.0,128.0
15245,HNL-33-18_HR2a_04_01,Tissue with Bkg,2363.78655835,741.573116691,128.0,128.0
15246,HNL-33-18_HR2a_04_01,Tissue with Bkg,2526.23522895,934.307053176,128.0,128.0
15247,HNL-33-18_HR2a_04_01,Tissue with Bkg,2673.48892171,1292.21159527,128.0,128.0
15248,HNL-33-18_HR2a_04_01,Tissue with Bkg,2498.29800591,1796.71177991,128.0,128.0
15249,HNL-33-18_HR2a_04_01,Tissue with Bkg,2266.03618907,1661.2282127,128.0,128.0
15250,HNL-33-18_HR2a_04_01,Tissue with Bkg,2140.04948301,1577.31185377,128.0,128.0
15251,HNL-33-18_HR2a_04_01,Tissue with Bkg,2248.53803545,1738.44442393,128.0,128.0
15252,HNL-33-18_HR2a_04_01,Tissue with Bkg,2387.31185377,1909.35801329,128.0,128.0
15253,HNL-33-18_HR2a_04_01,Tissue with Bkg,2226.98689069,2083.17300591,128.0,128.0
15254,HNL-33-18_HR2a_04_01,Tissue with Bkg,1329.06240768,1684.58899557,128.0,128.0
15255,HNL-33-18_HR2a_04_01,Tissue with Bkg,1412.36558346,1757.019387,128.0,128.0
15256,HNL-33-18_HR2a_04_01,Tissue with Bkg,1270.89974151,1607.7616322,128.0,128.0
15257,HNL-33-18_HR2a_04_01,Tissue with Bkg,1090.39955687,1562.28138848,128.0,128.0
15258,HNL-33-18_HR2a_04_01,Tissue with Bkg,935.832533235,871.49316839,128.0,128.0
15259,HNL-33-18_HR2a_04_01,Tissue with Bkg,1043.0348966,682.528064993,128.0,128.0
15260,HNL-33-18_HR2a_04_01,Tissue with Bkg,1431.13497046,566.292466765,128.0,128.0
15261,HNL-33-18_HR2a_04_01,Bkg Only,1456.61946086,176.09859675,128.0,128.0
15262,HNL-33-18_HR2a_04_01,Bkg Only,1088.30576071,266.715103397,128.0,128.0
15263,HNL-33-18_HR2a_04_01,Bkg Only,884.639217134,522.068500739,128.0,128.0
15264,HNL-33-18_HR2a_04_01,Bkg Only,814.691469719,794.262001477,128.0,128.0
15265,HNL-33-18_HR2a_04_01,Bkg Only,679.058345643,1037.6957164,128.0,128.0
15266,HNL-33-18_HR2a_04_01,Bkg Only,594.902695716,1462.42226736,128.0,128.0
15267,HNL-33-18_HR2a_04_01,Bkg Only,419.57717873,1553.48744461,128.0,128.0
15268,HNL-33-18_HR2a_04_01,Bkg Only,752.475812408,1732.40232644,128.0,128.0
15269,HNL-33-18_HR2a_04_01,Bkg Only,1020.36207533,1897.10930576,128.0,128.0
15270,HNL-33-18_HR2a_04_01,Bkg Only,1134.54874446,1744.42669867,128.0,128.0
15271,HNL-33-18_HR2a_04_01,Bkg Only,1209.77584934,2113.80225258,128.0,128.0
15272,HNL-33-18_HR2a_04_01,Bkg Only,1578.37370753,2131.3004062,128.0,128.0
15273,HNL-33-18_HR2a_04_01,Bkg Only,1969.49483013,2310.40971196,128.0,128.0
15274,HNL-33-18_HR2a_04_01,Bkg Only,2439.50720089,2216.66746677,128.0,128.0
15275,HNL-33-18_HR2a_04_01,Bkg Only,2911.6133678,2198.72064254,128.0,128.0
15276,HNL-33-18_HR2a_04_01,Bkg Only,3576.1094904,2086.67263663,128.0,128.0
15277,HNL-33-18_HR2a_04_01,Bkg Only,3696.74206056,1941.76698671,128.0,128.0
15278,HNL-33-18_HR2a_04_01,Bkg Only,3665.84361152,1271.55779173,128.0,128.0
15279,HNL-33-18_HR2a_04_01,Bkg Only,3668.31129985,787.158050222,128.0,128.0
15280,HNL-33-18_HR2a_04_01,Bkg Only,3213.46399557,680.897895126,128.0,128.0
15281,HNL-33-18_HR2a_04_01,Bkg Only,2855.90343427,566.875738552,128.0,128.0
15282,HNL-33-18_HR2a_04_01,Bkg Only,2670.76698671,587.454763663,128.0,128.0
15283,HNL-33-18_HR2a_04_01,Bkg Only,2414.51624815,421.386816839,128.0,128.0
15284,HNL-33-18_HR2a_04_01,Bkg Only,2007.7514771,329.858013294,128.0,128.0
15285,HNL-33-18_HR2a_04_01,Bkg Only,2107.25166174,152.423744461,128.0,128.0
15286,HNL-33-18_HR2a_04_01,Bkg Only,2408.33954948,71.7079025111,128.0,128.0
15287,HNL-33-18_HR2a_04_01,Bkg Only,1634.42762186,101.006093058,128.0,128.0
15288,HNL-33-18_HR2a_04_01,Bkg Only,1710.85118168,340.102658789,128.0,128.0
15289,HNL-33-18_HR2a_04_01,Bkg Only,2234.13570901,493.099335303,128.0,128.0
15290,HNL-33-18_HR2a_04_01,Bkg with Tissue,2468.93999261,812.478028065,128.0,128.0
15291,HNL-33-18_HR2a_04_01,Bkg with Tissue,2660.8812777,1127.99815362,128.0,128.0
15292,HNL-33-18_HR2a_04_01,Bkg with Tissue,2719.04394387,1452.74593796,128.0,128.0
15293,HNL-33-18_HR2a_04_01,Bkg with Tissue,2336.79154357,1773.35099705,128.0,128.0
15294,HNL-33-18_HR2a_04_01,Bkg with Tissue,2101.37407681,1582.21731905,128.0,128.0
15295,HNL-33-18_HR2a_04_01,Bkg with Tissue,2247.67060561,1690.97507386,128.0,128.0
15296,HNL-33-18_HR2a_04_01,Bkg with Tissue,2441.09250369,1848.78748154,128.0,128.0
15297,HNL-33-18_HR2a_04_01,Bkg with Tissue,1431.07514771,689.557237814,128.0,128.0
15298,HNL-33-18_HR2a_04_01,Bkg with Tissue,1365.79357459,580.201255539,128.0,128.0
15299,HNL-33-18_HR2a_04_01,Bkg with Tissue,2045.39494092,752.999261448,128.0,128.0
15300,HNL-33-18_HR2a_04_01,Bkg with Tissue,2027.35838257,579.393648449,128.0,128.0
15301,HNL-33-18_HR2a_04_01,Bkg with Tissue,1832.06702363,432.334379616,128.0,128.0
15302,HNL-33-18_HR2a_04_01,Bkg with Tissue,1579.45051699,412.936853767,128.0,128.0
15303,HNL-33-18_HR2a_04_01,Bkg with Tissue,732.435192024,1269.52381832,128.0,128.0
15304,HNL-33-18_HR2a_04_01,Bkg with Tissue,572.319608567,1784.61262925,128.0,128.0
15305,HNL-33-18_HR2a_04_01,Bkg with Tissue,813.868906942,925.87204579,128.0,128.0
15306,HNL-33-18_HR2a_04_01,Bkg with Tissue,973.042282127,1654.09435007,128.0,128.0
15307,HNL-33-18_HR2a_04_01,Bkg with Tissue,708.177067947,1574.05151403,128.0,128.0
15308,HNL-33-18_HR2a_04_01,Bkg with Tissue,1867.3774003,1928.51624815,128.0,128.0
15309,HNL-33-18_HR2a_04_01,Bkg with Tissue,1192.12813885,547.044497784,128.0,128.0
15310,HNL-33-18_HR2a_04_01,Bkg with Tissue,989.583271787,777.46676514,128.0,128.0
15311,HNL-39-18_HR3a_02_06,Tissue Only,2003.33954948,1139.28969719,128.0,128.0
15312,HNL-39-18_HR3a_02_06,Tissue Only,2154.90048006,1082.78711226,128.0,128.0
15313,HNL-39-18_HR3a_02_06,Tissue Only,2191.43722304,859.842688331,128.0,128.0
15314,HNL-39-18_HR3a_02_06,Tissue Only,2172.95199409,734.618722304,128.0,128.0
15315,HNL-39-18_HR3a_02_06,Tissue Only,1803.80077548,878.612075332,128.0,128.0
15316,HNL-39-18_HR3a_02_06,Tissue Only,1618.20070162,767.222119645,128.0,128.0
15317,HNL-39-18_HR3a_02_06,Tissue Only,1710.47728951,553.639955687,128.0,128.0
15318,HNL-39-18_HR3a_02_06,Tissue Only,1823.31794682,486.668389956,128.0,128.0
15319,HNL-39-18_HR3a_02_06,Tissue Only,1395.42079025,650.522895126,128.0,128.0
15320,HNL-39-18_HR3a_02_06,Tissue Only,1127.48966027,552.802437223,128.0,128.0
15321,HNL-39-18_HR3a_02_06,Tissue Only,882.575332349,750.546528804,128.0,128.0
15322,HNL-39-18_HR3a_02_06,Tissue Only,1097.06979321,874.499261448,128.0,128.0
15323,HNL-39-18_HR3a_02_06,Tissue Only,1367.04985229,1006.37850812,128.0,128.0
15324,HNL-39-18_HR3a_02_06,Tissue Only,1006.61779911,1138.6017356,128.0,128.0
15325,HNL-39-18_HR3a_02_06,Tissue Only,753.133862629,1115.34564254,128.0,128.0
15326,HNL-39-18_HR3a_02_06,Tissue Only,566.681314623,1187.80594535,128.0,128.0
15327,HNL-39-18_HR3a_02_06,Tissue Only,549.91598966,1292.70513294,128.0,128.0
15328,HNL-39-18_HR3a_02_06,Tissue Only,1083.26569424,1364.49242984,128.0,128.0
15329,HNL-39-18_HR3a_02_06,Tissue Only,1427.48578287,1295.44202363,128.0,128.0
15330,HNL-39-18_HR3a_02_06,Tissue Only,1063.32976366,1720.31813146,128.0,128.0
15331,HNL-39-18_HR3a_02_06,Tissue Only,1264.25941654,1861.38016987,128.0,128.0
15332,HNL-39-18_HR3a_02_06,Tissue Only,1212.87167651,2001.33548744,128.0,128.0
15333,HNL-39-18_HR3a_02_06,Tissue Only,1681.31370015,1999.76514032,128.0,128.0
15334,HNL-39-18_HR3a_02_06,Tissue Only,1933.63109306,2012.13349335,128.0,128.0
15335,HNL-39-18_HR3a_02_06,Tissue Only,1841.26477105,1799.83751846,128.0,128.0
15336,HNL-39-18_HR3a_02_06,Tissue Only,2202.59416544,1926.49723043,128.0,128.0
15337,HNL-39-18_HR3a_02_06,Tissue Only,2415.20420975,1960.53637371,128.0,128.0
15338,HNL-39-18_HR3a_02_06,Tissue Only,2543.62869276,1812.6545421,128.0,128.0
15339,HNL-39-18_HR3a_02_06,Tissue Only,2659.46048744,1695.67115953,128.0,128.0
15340,HNL-39-18_HR3a_02_06,Tissue Only,2628.99575332,1338.24519941,128.0,128.0
15341,HNL-39-18_HR3a_02_06,Tissue Only,2518.92189808,1446.04579025,128.0,128.0
15342,HNL-39-18_HR3a_02_06,Tissue Only,2175.31499261,1481.90952733,128.0,128.0
15343,HNL-39-18_HR3a_02_06,Tissue Only,1937.77381832,1422.95420975,128.0,128.0
15344,HNL-39-18_HR3a_02_06,Tissue Only,1688.22322747,1116.61687592,128.0,128.0
15345,HNL-39-18_HR3a_02_06,Tissue Only,1833.48781388,1036.00572378,128.0,128.0
15346,HNL-39-18_HR3a_02_06,Tissue Only,1523.48633678,1032.02751108,128.0,128.0
15347,HNL-39-18_HR3a_02_06,Tissue Only,1479.74095273,876.443500739,128.0,128.0
15348,HNL-39-18_HR3a_02_06,Tissue Only,1571.76329394,1436.08530281,128.0,128.0
15349,HNL-39-18_HR3a_02_06,Tissue Only,1351.28655835,1527.47950517,128.0,128.0
15350,HNL-39-18_HR3a_02_06,Bkg Only,670.189623338,550.813330871,128.0,128.0
15351,HNL-39-18_HR3a_02_06,Bkg Only,888.213626292,332.654726736,128.0,128.0
15352,HNL-39-18_HR3a_02_06,Bkg Only,1072.82662482,142.77732644,128.0,128.0
15353,HNL-39-18_HR3a_02_06,Bkg Only,1246.94073117,205.262186115,128.0,128.0
15354,HNL-39-18_HR3a_02_06,Bkg Only,1598.93777696,81.1000738552,128.0,128.0
15355,HNL-39-18_HR3a_02_06,Bkg Only,1593.79302068,167.319608567,128.0,128.0
15356,HNL-39-18_HR3a_02_06,Bkg Only,1856.05594535,86.54394387,128.0,128.0
15357,HNL-39-18_HR3a_02_06,Bkg Only,2156.35118168,89.2210118168,128.0,128.0
15358,HNL-39-18_HR3a_02_06,Bkg Only,1951.57791728,215.073116691,128.0,128.0
15359,HNL-39-18_HR3a_02_06,Bkg Only,2135.0542836,303.192023634,128.0,128.0
15360,HNL-39-18_HR3a_02_06,Bkg Only,1755.67337518,272.323485968,128.0,128.0
15361,HNL-39-18_HR3a_02_06,Bkg Only,2223.78637371,336.707717873,128.0,128.0
15362,HNL-39-18_HR3a_02_06,Bkg Only,2369.79874446,415.29985229,128.0,128.0
15363,HNL-39-18_HR3a_02_06,Bkg Only,2480.45587149,592.03120384,128.0,128.0
15364,HNL-39-18_HR3a_02_06,Bkg Only,2685.60302806,769.360782866,128.0,128.0
15365,HNL-39-18_HR3a_02_06,Bkg Only,2827.39789513,866.752215657,128.0,128.0
15366,HNL-39-18_HR3a_02_06,Bkg Only,3083.06536189,1112.11521418,128.0,128.0
15367,HNL-39-18_HR3a_02_06,Bkg Only,3531.96030281,1066.90417282,128.0,128.0
15368,HNL-39-18_HR3a_02_06,Bkg Only,3620.15398818,1345.94737814,128.0,128.0
15369,HNL-39-18_HR3a_02_06,Bkg Only,3677.83807238,1584.50553914,128.0,128.0
15370,HNL-39-18_HR3a_02_06,Bkg Only,3610.98615214,2016.99409158,128.0,128.0
15371,HNL-39-18_HR3a_02_06,Bkg Only,2911.03009601,2230.24723043,128.0,128.0
15372,HNL-39-18_HR3a_02_06,Bkg Only,2656.70864106,2323.01735598,128.0,128.0
15373,HNL-39-18_HR3a_02_06,Bkg Only,2399.26144756,2259.84453471,128.0,128.0
15374,HNL-39-18_HR3a_02_06,Bkg Only,2095.42171344,2230.71085672,128.0,128.0
15375,HNL-39-18_HR3a_02_06,Bkg Only,1773.38090842,2232.72987445,128.0,128.0
15376,HNL-39-18_HR3a_02_06,Bkg Only,1481.89457164,2266.4549483,128.0,128.0
15377,HNL-39-18_HR3a_02_06,Bkg Only,940.349150665,2289.41192762,128.0,128.0
15378,HNL-39-18_HR3a_02_06,Bkg Only,737.609859675,1925.10635155,128.0,128.0
15379,HNL-39-18_HR3a_02_06,Bkg Only,404.830871492,1519.26883309,128.0,128.0
15380,HNL-39-18_HR3a_02_06,Bkg Only,395.648079764,965.085856721,128.0,128.0
15381,HNL-39-18_HR3a_02_06,Bkg Only,564.587518464,903.184268833,128.0,128.0
15382,HNL-39-18_HR3a_02_06,Bkg Only,592.764032496,733.257754801,128.0,128.0
15383,HNL-39-18_HR3a_02_06,Bkg Only,1383.84508863,383.548929099,128.0,128.0
15384,HNL-39-18_HR3a_02_06,Tissue with Bkg,2608.41672821,1024.78895864,128.0,128.0
15385,HNL-39-18_HR3a_02_06,Tissue with Bkg,2435.99261448,994.668205318,128.0,128.0
15386,HNL-39-18_HR3a_02_06,Tissue with Bkg,2188.0721935,597.041358936,128.0,128.0
15387,HNL-39-18_HR3a_02_06,Tissue with Bkg,1971.99242984,701.596565731,128.0,128.0
15388,HNL-39-18_HR3a_02_06,Tissue with Bkg,1789.99667651,674.36225997,128.0,128.0
15389,HNL-39-18_HR3a_02_06,Tissue with Bkg,1873.25498523,1206.72488922,128.0,128.0
15390,HNL-39-18_HR3a_02_06,Tissue with Bkg,1994.35118168,1307.21214919,128.0,128.0
15391,HNL-39-18_HR3a_02_06,Tissue with Bkg,2203.94017725,1341.69996307,128.0,128.0
15392,HNL-39-18_HR3a_02_06,Tissue with Bkg,1760.33954948,1597.08327179,128.0,128.0
15393,HNL-39-18_HR3a_02_06,Tissue with Bkg,1941.40805022,1684.51421713,128.0,128.0
15394,HNL-39-18_HR3a_02_06,Tissue with Bkg,2095.72082718,1790.99870753,128.0,128.0
15395,HNL-39-18_HR3a_02_06,Tissue with Bkg,1954.41949778,1810.17189808,128.0,128.0
15396,HNL-39-18_HR3a_02_06,Tissue with Bkg,1607.70180945,1664.8774003,128.0,128.0
15397,HNL-39-18_HR3a_02_06,Tissue with Bkg,641.235413589,1702.6405096,128.0,128.0
15398,HNL-39-18_HR3a_02_06,Tissue with Bkg,2785.7911743,1513.30151403,128.0,128.0
15399,HNL-39-18_HR3a_02_06,Tissue with Bkg,2609.14955687,1939.94239291,128.0,128.0
15400,HNL-39-18_HR3a_02_06,Tissue with Bkg,1336.24113737,1185.44294682,128.0,128.0
15401,HNL-39-18_HR3a_02_06,Tissue with Bkg,1254.80742245,1095.51440177,128.0,128.0
15402,HNL-39-18_HR3a_02_06,Tissue with Bkg,880.675960118,1015.98005908,128.0,128.0
15403,HNL-39-18_HR3a_02_06,Tissue with Bkg,736.4433161,878.761632201,128.0,128.0
15404,HNL-39-18_HR3a_02_06,Tissue with Bkg,965.205502216,579.19922452,128.0,128.0
15405,HNL-39-18_HR3a_02_06,Tissue with Bkg,1341.86447563,530.742799114,128.0,128.0
15406,HNL-39-18_HR3a_02_06,Tissue with Bkg,1538.48689069,442.623892171,128.0,128.0
15407,HNL-39-18_HR3a_02_06,Tissue with Bkg,2063.44645495,509.341211226,128.0,128.0
15408,HNL-39-18_HR3a_02_06,Tissue with Bkg,2475.07182422,778.094903988,128.0,128.0
15409,HNL-39-18_HR3a_02_06,Tissue with Bkg,2538.02031019,1212.13884786,128.0,128.0
15410,HNL-39-18_HR3a_02_06,Tissue with Bkg,2359.04560561,1252.39955687,128.0,128.0
15411,HNL-39-18_HR3a_02_06,Tissue with Bkg,2372.01218612,1240.79394387,128.0,128.0
15412,HNL-39-18_HR3a_02_06,Tissue with Bkg,2417.4176514,1331.63478582,128.0,128.0
15413,HNL-39-18_HR3a_02_06,Bkg with Tissue,1112.95273264,1535.60044313,128.0,128.0
15414,HNL-39-18_HR3a_02_06,Bkg with Tissue,1004.65860414,1595.1390325,128.0,128.0
15415,HNL-39-18_HR3a_02_06,Bkg with Tissue,892.02732644,1600.01458641,128.0,128.0
15416,HNL-39-18_HR3a_02_06,Bkg with Tissue,913.989752585,1889.08557976,128.0,128.0
15417,HNL-39-18_HR3a_02_06,Bkg with Tissue,816.770310192,1382.82810192,128.0,128.0
15418,HNL-39-18_HR3a_02_06,Bkg with Tissue,2676.95864106,1197.81129985,128.0,128.0
15419,HNL-39-18_HR3a_02_06,Bkg with Tissue,2278.64383309,1300.24279911,128.0,128.0
15420,HNL-39-18_HR3a_02_06,Bkg with Tissue,1805.49076809,1254.14937223,128.0,128.0
15421,HNL-39-18_HR3a_02_06,Bkg with Tissue,2331.96085672,1416.97193501,128.0,128.0
15422,HNL-39-18_HR3a_02_06,Bkg with Tissue,2803.55853028,1768.99889217,128.0,128.0
15423,HNL-39-18_HR3a_02_06,Bkg with Tissue,2781.24464549,1365.31499261,128.0,128.0
15424,HNL-39-18_HR3a_02_06,Bkg with Tissue,2815.26135524,1609.54883678,128.0,128.0
15425,HNL-39-18_HR3a_02_06,Bkg with Tissue,2231.71288774,489.465103397,128.0,128.0
15426,HNL-39-18_HR3a_02_06,Bkg with Tissue,2421.72488922,643.882570162,128.0,128.0
15427,HNL-39-18_HR3a_02_06,Bkg with Tissue,1218.98855244,434.248707533,128.0,128.0
15428,HNL-39-18_HR3a_02_06,Bkg with Tissue,684.008677991,980.071454948,128.0,128.0
15429,HNL-39-18_HR3a_02_06,Bkg with Tissue,832.354135894,977.125184638,128.0,128.0
15430,HNL-39-18_HR3a_02_06,Bkg with Tissue,511.240583456,1444.26606352,128.0,128.0
15431,HNL-39-18_HR3a_02_06,Bkg with Tissue,529.636078287,1023.32330133,128.0,128.0
15432,HNL-39-18_HR3a_02_06,Bkg with Tissue,431.197747415,1172.80539143,128.0,128.0
15433,HNL-39-18_HR3a_02_06,Bkg with Tissue,762.720457903,1794.04966765,128.0,128.0
15434,HNL-39-18_HR3a_02_06,Bkg with Tissue,1462.61669129,2140.00461595,128.0,128.0
15435,HNL-39-18_HR3a_02_06,Bkg with Tissue,2069.11466027,2030.11022895,128.0,128.0
15436,HNL-39-18_HR3a_02_06,Bkg with Tissue,2068.17245199,1850.64198671,128.0,128.0
15437,HNL-39-18_HR3a_02_06,Bkg with Tissue,1778.88460118,1666.67208272,128.0,128.0
15438,HNL-39-18_HR3a_02_06,Bkg with Tissue,1661.5721935,1605.89217134,128.0,128.0
15439,HNL-39-18_HR3a_02_06,Bkg with Tissue,2719.7222812,1883.54468242,128.0,128.0
15440,INDD113909_HR3a_03_07,Tissue Only,1851.42526819,1054.31569973,128.0,128.0
15441,INDD113909_HR3a_03_07,Tissue Only,1984.22338604,881.575131648,128.0,128.0
15442,INDD113909_HR3a_03_07,Tissue Only,1611.23557249,918.916598722,128.0,128.0
15443,INDD113909_HR3a_03_07,Tissue Only,1616.69934454,930.487274315,128.0,128.0
15444,INDD113909_HR3a_03_07,Tissue Only,973.01008327,821.29720484,128.0,128.0
15445,INDD113909_HR3a_03_07,Tissue Only,1117.66913961,1097.14370456,128.0,128.0
15446,INDD113909_HR3a_03_07,Tissue Only,1340.43737048,1164.70096934,128.0,128.0
15447,INDD113909_HR3a_03_07,Tissue Only,1491.84646187,1292.62153236,128.0,128.0
15448,INDD113909_HR3a_03_07,Tissue Only,1847.11685627,1324.28295307,128.0,128.0
15449,INDD113909_HR3a_03_07,Tissue Only,2041.18320962,1481.59405655,128.0,128.0
15450,INDD113909_HR3a_03_07,Tissue Only,2300.77498751,1424.36104438,128.0,128.0
15451,INDD113909_HR3a_03_07,Tissue Only,2498.51800413,1352.36446482,128.0,128.0
15452,INDD113909_HR3a_03_07,Tissue Only,2330.19398512,1101.6513165,128.0,128.0
15453,INDD113909_HR3a_03_07,Tissue Only,2149.46265042,713.074678332,128.0,128.0
15454,INDD113909_HR3a_03_07,Tissue Only,2302.28890768,835.969709354,128.0,128.0
15455,INDD113909_HR3a_03_07,Tissue Only,2242.53658949,1271.96123133,128.0,128.0
15456,INDD113909_HR3a_03_07,Tissue Only,1752.74890148,1791.75240974,128.0,128.0
15457,INDD113909_HR3a_03_07,Tissue Only,1384.64734445,1720.12847572,128.0,128.0
15458,INDD113909_HR3a_03_07,Tissue Only,1571.03089635,1852.15703289,128.0,128.0
15459,INDD113909_HR3a_03_07,Tissue Only,1197.47550764,1523.99218952,128.0,128.0
15460,INDD113909_HR3a_03_07,Tissue Only,1011.2569456,1318.77229459,128.0,128.0
15461,INDD113909_HR3a_03_07,Tissue Only,845.634618504,1117.75047514,128.0,128.0
15462,INDD113909_HR3a_03_07,Tissue Only,664.209928688,866.131763468,128.0,128.0
15463,INDD113909_HR3a_03_07,Tissue Only,732.332411117,699.354507306,128.0,128.0
15464,INDD113909_HR3a_03_07,Tissue Only,1600.12410938,590.644517853,128.0,128.0
15465,INDD113909_HR3a_03_07,Tissue Only,1810.15620873,623.101690927,128.0,128.0
15466,INDD113909_HR3a_03_07,Tissue Only,1903.80628986,720.115732104,128.0,128.0
15467,INDD113909_HR3a_03_07,Tissue Only,1936.74926643,767.953627125,128.0,128.0
15468,INDD113909_HR3a_03_07,Tissue Only,2690.18465538,1088.51060445,128.0,128.0
15469,INDD113909_HR3a_03_07,Tissue Only,2513.75549206,1050.93874554,128.0,128.0
15470,INDD113909_HR3a_03_07,Tissue with Bkg,2585.88356179,1516.91595749,128.0,128.0
15471,INDD113909_HR3a_03_07,Tissue with Bkg,2782.24900058,1392.42193753,128.0,128.0
15472,INDD113909_HR3a_03_07,Tissue with Bkg,2861.04999378,1231.56598433,128.0,128.0
15473,INDD113909_HR3a_03_07,Tissue with Bkg,2698.16833167,1267.60710394,128.0,128.0
15474,INDD113909_HR3a_03_07,Tissue with Bkg,2559.55851207,1284.42690416,128.0,128.0
15475,INDD113909_HR3a_03_07,Tissue with Bkg,2550.52073386,1183.49893672,128.0,128.0
15476,INDD113909_HR3a_03_07,Tissue with Bkg,2796.63978333,1113.85488108,128.0,128.0
15477,INDD113909_HR3a_03_07,Tissue with Bkg,2585.59024648,942.467074779,128.0,128.0
15478,INDD113909_HR3a_03_07,Tissue with Bkg,2406.7778962,986.189389255,128.0,128.0
15479,INDD113909_HR3a_03_07,Tissue with Bkg,2293.56734985,966.051459506,128.0,128.0
15480,INDD113909_HR3a_03_07,Tissue with Bkg,2265.18909291,668.657226136,128.0,128.0
15481,INDD113909_HR3a_03_07,Tissue with Bkg,1706.2492576,532.458091796,128.0,128.0
15482,INDD113909_HR3a_03_07,Tissue with Bkg,1393.22681748,636.14505644,128.0,128.0
15483,INDD113909_HR3a_03_07,Tissue with Bkg,1490.04837048,737.1188544,128.0,128.0
15484,INDD113909_HR3a_03_07,Tissue with Bkg,1610.66512859,828.38574858,128.0,128.0
15485,INDD113909_HR3a_03_07,Tissue with Bkg,1723.29821041,794.947802415,128.0,128.0
15486,INDD113909_HR3a_03_07,Tissue with Bkg,1308.39452807,796.551870556,128.0,128.0
15487,INDD113909_HR3a_03_07,Tissue with Bkg,1393.38264124,864.170217284,128.0,128.0
15488,INDD113909_HR3a_03_07,Tissue with Bkg,1252.49046183,934.364239141,128.0,128.0
15489,INDD113909_HR3a_03_07,Tissue with Bkg,1334.30710313,1030.38834112,128.0,128.0
15490,INDD113909_HR3a_03_07,Tissue with Bkg,880.465812427,622.625053536,128.0,128.0
15491,INDD113909_HR3a_03_07,Tissue with Bkg,730.251705585,1123.50678824,128.0,128.0
15492,INDD113909_HR3a_03_07,Tissue with Bkg,812.838299596,1247.02003511,128.0,128.0
15493,INDD113909_HR3a_03_07,Tissue with Bkg,993.795518125,1458.46371443,128.0,128.0
15494,INDD113909_HR3a_03_07,Tissue with Bkg,1234.96487162,1686.17722775,128.0,128.0
15495,INDD113909_HR3a_03_07,Tissue with Bkg,1772.41019384,1623.38025154,128.0,128.0
15496,INDD113909_HR3a_03_07,Tissue with Bkg,1816.86579661,1537.26470762,128.0,128.0
