id,slide_name,label_name,x,y,w,h,t_create,creator,t_edit,editor
12320,285359,candidate_roi,29690.1283106,34465.9430118,2047.0,2047.0,1568735183.71,pyushkevich,1568735183.71,pyushkevich
12321,285359,candidate_roi,4241.12474872,11013.4682221,2047.0,2047.0,1568735183.72,pyushkevich,1568735183.72,pyushkevich
12322,285359,candidate_roi,56040.0851854,8271.54428346,2047.0,2047.0,1568735183.73,pyushkevich,1568735183.73,pyushkevich
12323,285359,candidate_roi,27817.5409137,25838.6788911,2047.0,2047.0,1568735183.74,pyushkevich,1568735183.74,pyushkevich
12324,285359,candidate_roi,20466.9107619,37279.5610677,2047.0,2047.0,1568735183.75,pyushkevich,1568735183.75,pyushkevich
12325,285359,candidate_roi,28785.1637602,7042.74725931,2047.0,2047.0,1568735183.76,pyushkevich,1568735183.76,pyushkevich
12327,285359,rated_roi_0_none,38884.2483638,13019.5325304,2047.0,2047.0,1568735183.78,pyushkevich,1570039440.42,dirwin
12328,285359,candidate_roi,15610.6957948,31898.8872811,2047.0,2047.0,1568735183.79,pyushkevich,1568735183.79,pyushkevich
12329,285359,candidate_roi,35381.7663315,29249.4133908,2047.0,2047.0,1568735183.79,pyushkevich,1568735183.79,pyushkevich
12330,285359,candidate_roi,27188.7187205,29884.271221,2047.0,2047.0,1568735183.8,pyushkevich,1568735183.8,pyushkevich
12331,285359,candidate_roi,16538.2661176,21650.9952089,2047.0,2047.0,1568735183.81,pyushkevich,1568735183.81,pyushkevich
12332,285359,candidate_roi,31628.3407648,8887.59817093,2047.0,2047.0,1568735183.82,pyushkevich,1568735183.82,pyushkevich
12333,285359,candidate_roi,40675.2728184,33215.5071798,2047.0,2047.0,1568735183.83,pyushkevich,1568735183.83,pyushkevich
12334,285359,candidate_roi,17448.102171,24418.4113125,2047.0,2047.0,1568735183.84,pyushkevich,1568735183.84,pyushkevich
12335,285359,candidate_roi,38191.7675449,30523.723057,2047.0,2047.0,1568735183.85,pyushkevich,1568735183.85,pyushkevich
12336,285346,candidate_roi,70580.0666681,17338.1824793,2047.0,2047.0,1568735183.89,pyushkevich,1568735183.89,pyushkevich
12337,285346,candidate_roi,33472.7496958,17337.6088681,2047.0,2047.0,1568735183.9,pyushkevich,1568735183.9,pyushkevich
12338,285346,candidate_roi,34245.9769956,17983.2987144,2047.0,2047.0,1568735183.91,pyushkevich,1568735183.91,pyushkevich
12339,285346,candidate_roi,63535.8634596,20089.2684401,2047.0,2047.0,1568735183.92,pyushkevich,1568735183.92,pyushkevich
12340,285346,candidate_roi,14497.5870765,30523.9892301,2047.0,2047.0,1568735183.93,pyushkevich,1568735183.93,pyushkevich
12341,285346,candidate_roi,68064.5222392,14656.294526,2047.0,2047.0,1568735183.94,pyushkevich,1568735183.94,pyushkevich
12342,285346,rated_roi_0_none,20606.3162844,29042.7811301,2047.0,2047.0,1568735183.95,pyushkevich,1570040829.89,dirwin
12343,285346,candidate_roi,51657.5160505,8224.32184853,2047.0,2047.0,1568735183.96,pyushkevich,1568735183.96,pyushkevich
12344,285346,candidate_roi,14293.2019751,18320.4766779,2047.0,2047.0,1568735183.96,pyushkevich,1568735183.96,pyushkevich
12345,285346,candidate_roi,35472.5802262,18190.0564428,2047.0,2047.0,1568735183.99,pyushkevich,1568735183.99,pyushkevich
12346,285346,candidate_roi,47967.6288928,35817.0238715,2047.0,2047.0,1568735184.0,pyushkevich,1568735184.0,pyushkevich
12347,285346,candidate_roi,24105.5865966,20321.7188328,2047.0,2047.0,1568735184.01,pyushkevich,1568735184.01,pyushkevich
12348,285346,rated_roi_0_none,15223.6902343,37219.281851,2047.0,2047.0,1568735184.01,pyushkevich,1570040842.51,dirwin
12349,285346,candidate_roi,19771.9246456,18212.9724315,2047.0,2047.0,1568735184.02,pyushkevich,1568735184.02,pyushkevich
12350,285346,rated_roi_01_rare,58398.55437,18752.432102,2047.0,2047.0,1568735184.03,pyushkevich,1570040863.29,dirwin
12351,285346,candidate_roi,45077.5697559,37565.0251011,2047.0,2047.0,1568735184.04,pyushkevich,1568735184.04,pyushkevich
12352,285346,rated_roi_0_none,34628.0215708,39989.3775437,2047.0,2047.0,1568735184.05,pyushkevich,1570040852.35,dirwin
12353,285346,candidate_roi,60254.5939827,7341.0736196,2047.0,2047.0,1568735184.05,pyushkevich,1568735184.05,pyushkevich
12354,285346,candidate_roi,12505.9602658,33692.6118048,2047.0,2047.0,1568735184.06,pyushkevich,1568735184.06,pyushkevich
12355,285346,candidate_roi,32349.894158,39378.9355727,2047.0,2047.0,1568735184.07,pyushkevich,1568735184.07,pyushkevich
12356,285346,candidate_roi,23355.505771,29082.8328549,2047.0,2047.0,1568735184.08,pyushkevich,1568735184.08,pyushkevich
12357,285346,candidate_roi,13136.4026186,18426.8508904,2047.0,2047.0,1568735184.08,pyushkevich,1568735184.08,pyushkevich
12358,285346,candidate_roi,44289.0340731,37996.1010294,2047.0,2047.0,1568735184.09,pyushkevich,1568735184.09,pyushkevich
12359,285346,candidate_roi,67113.9003336,13342.3438554,2047.0,2047.0,1568735184.1,pyushkevich,1568735184.1,pyushkevich
12360,285346,candidate_roi,47115.887041,36297.9746367,2047.0,2047.0,1568735184.11,pyushkevich,1568735184.11,pyushkevich
12361,285346,candidate_roi,47960.3843195,13602.9698763,2047.0,2047.0,1568735184.12,pyushkevich,1568735184.12,pyushkevich
12362,285346,candidate_roi,65030.6329603,25856.931038,2047.0,2047.0,1568735184.12,pyushkevich,1568735184.12,pyushkevich
12363,285346,candidate_roi,53535.0148403,7261.21818644,2047.0,2047.0,1568735184.13,pyushkevich,1568735184.13,pyushkevich
12364,285346,candidate_roi,43206.9740242,18242.5324255,2047.0,2047.0,1568735184.14,pyushkevich,1568735184.14,pyushkevich
12365,285346,candidate_roi,26271.870349,27768.7496761,2047.0,2047.0,1568735184.15,pyushkevich,1568735184.15,pyushkevich
12366,285346,candidate_roi,49466.8423103,33307.9854949,2047.0,2047.0,1568735184.16,pyushkevich,1568735184.16,pyushkevich
12367,285346,candidate_roi,57562.8889692,19187.7824894,2047.0,2047.0,1568735184.17,pyushkevich,1568735184.17,pyushkevich
12368,285346,candidate_roi,55559.7209603,6969.40830865,2047.0,2047.0,1568735184.18,pyushkevich,1568735184.18,pyushkevich
12369,285346,candidate_roi,29745.8552201,10647.4475804,2047.0,2047.0,1568735184.18,pyushkevich,1568735184.18,pyushkevich
12370,285346,candidate_roi,68271.6461171,27589.3896856,2047.0,2047.0,1568735184.19,pyushkevich,1568735184.19,pyushkevich
12371,285346,candidate_roi,57133.1557642,19549.0218055,2047.0,2047.0,1568735184.2,pyushkevich,1568735184.2,pyushkevich
12372,285346,candidate_roi,34497.7889801,18200.1256833,2047.0,2047.0,1568735184.21,pyushkevich,1568735184.21,pyushkevich
12373,285346,candidate_roi,24381.1254266,29311.4070088,2047.0,2047.0,1568735184.22,pyushkevich,1568735184.22,pyushkevich
12374,285346,candidate_roi,71333.3567592,26765.5001342,2047.0,2047.0,1568735184.22,pyushkevich,1568735184.22,pyushkevich
12375,285346,candidate_roi,43504.3189277,18143.3633725,2047.0,2047.0,1568735184.23,pyushkevich,1568735184.23,pyushkevich
12376,285081,candidate_roi,53772.6981667,48497.1170761,2047.0,2047.0,1568735184.29,pyushkevich,1568990022.67,JojoWang
12377,285081,candidate_roi,29553.228306,6487.1149302,2047.0,2047.0,1568735184.3,pyushkevich,1568735184.3,pyushkevich
12378,285081,candidate_roi,76083.7402439,42952.7970319,2047.0,2047.0,1568735184.3,pyushkevich,1568735184.3,pyushkevich
12379,285081,candidate_roi,92230.7061676,32240.433471,2047.0,2047.0,1568735184.31,pyushkevich,1568735184.31,pyushkevich
12380,285081,candidate_roi,89923.2416344,38851.1369886,2047.0,2047.0,1568735184.32,pyushkevich,1568735184.32,pyushkevich
12381,285081,rated_roi_0_none,7022.5652354,16895.8083094,2047.0,2047.0,1568735184.33,pyushkevich,1570041359.76,dirwin
12382,285081,candidate_roi,12215.8807887,29474.7578306,2047.0,2047.0,1568735184.34,pyushkevich,1568735184.34,pyushkevich
12383,285081,rated_roi_1_mild,67526.5206798,44697.7037095,2047.0,2047.0,1568735184.34,pyushkevich,1570041331.78,dirwin
12384,285081,candidate_roi,89127.0683363,41570.3248575,2047.0,2047.0,1568735184.35,pyushkevich,1568735184.35,pyushkevich
12385,285081,rated_roi_0_none,28884.9206765,58953.946661,2047.0,2047.0,1568735184.36,pyushkevich,1570041352.82,dirwin
12386,285081,candidate_roi,76740.3214186,42936.4735874,2047.0,2047.0,1568735184.37,pyushkevich,1568735184.37,pyushkevich
12387,285081,candidate_roi,29459.2611161,5293.14254312,2047.0,2047.0,1568735184.38,pyushkevich,1568735184.38,pyushkevich
12388,285081,candidate_roi,68294.6214068,60718.0757213,2047.0,2047.0,1568735184.39,pyushkevich,1568735184.39,pyushkevich
12389,285081,candidate_roi,48825.8575515,19100.6876923,2047.0,2047.0,1568735184.39,pyushkevich,1568735184.39,pyushkevich
12390,285081,candidate_roi,76904.6981602,56019.5459347,2047.0,2047.0,1568735184.4,pyushkevich,1568735184.4,pyushkevich
12391,285081,candidate_roi,50746.6653031,55110.0029175,2047.0,2047.0,1568735184.41,pyushkevich,1568735184.41,pyushkevich
12392,285081,candidate_roi,46627.237873,20745.0707532,2047.0,2047.0,1568735184.41,pyushkevich,1568735184.41,pyushkevich
12393,285081,candidate_roi,89175.5273942,41208.3494813,2047.0,2047.0,1568735184.42,pyushkevich,1568735184.42,pyushkevich
12394,285081,candidate_roi,54483.5445802,47926.2455118,2047.0,2047.0,1568735184.43,pyushkevich,1568735184.43,pyushkevich
12395,285081,candidate_roi,69314.3745662,60308.3879714,2047.0,2047.0,1568735184.44,pyushkevich,1568735184.44,pyushkevich
12396,285081,candidate_roi,24335.0942493,54998.4518328,2047.0,2047.0,1568735184.45,pyushkevich,1568735184.45,pyushkevich
12397,285081,candidate_roi,28897.072877,50947.6863486,2047.0,2047.0,1568735184.46,pyushkevich,1568735184.46,pyushkevich
12398,285081,candidate_roi,73522.5218305,43540.5671347,2047.0,2047.0,1568735184.46,pyushkevich,1568735184.46,pyushkevich
12399,285081,candidate_roi,47718.9170995,20387.3864964,2047.0,2047.0,1568735184.47,pyushkevich,1568735184.47,pyushkevich
12400,285081,rated_roi_0_none,30237.5178556,32647.0850094,2047.0,2047.0,1568735184.48,pyushkevich,1570041345.49,dirwin
12401,285081,candidate_roi,55001.9751565,47703.5260747,2047.0,2047.0,1568735184.49,pyushkevich,1568735184.49,pyushkevich
12402,285081,candidate_roi,31204.7388043,55665.551547,2047.0,2047.0,1568735184.49,pyushkevich,1568735184.49,pyushkevich
12403,285081,candidate_roi,57422.2496314,51520.6152747,2047.0,2047.0,1568735184.5,pyushkevich,1568735184.5,pyushkevich
12404,285081,candidate_roi,92025.4466372,32827.5027325,2047.0,2047.0,1568735184.51,pyushkevich,1568735184.51,pyushkevich
12405,285081,candidate_roi,75114.2051798,43173.218379,2047.0,2047.0,1568735184.52,pyushkevich,1568735184.52,pyushkevich
12406,285081,candidate_roi,3684.96419808,32193.4003426,2047.0,2047.0,1568735184.53,pyushkevich,1568735184.53,pyushkevich
12407,285081,candidate_roi,72285.8458693,59105.1883869,2047.0,2047.0,1568735184.54,pyushkevich,1568735184.54,pyushkevich
12408,285081,candidate_roi,31688.7623177,55066.8544754,2047.0,2047.0,1568735184.55,pyushkevich,1568735184.55,pyushkevich
12409,285081,candidate_roi,43108.5902786,12836.9721142,2047.0,2047.0,1568735184.56,pyushkevich,1568735184.56,pyushkevich
12410,285081,candidate_roi,27820.9437058,2005.49288218,2047.0,2047.0,1568735184.56,pyushkevich,1568735184.56,pyushkevich
12411,285081,candidate_roi,30484.7462316,11726.1736847,2047.0,2047.0,1568735184.58,pyushkevich,1568735184.58,pyushkevich
12412,285081,candidate_roi,51500.1892413,51507.8511201,2047.0,2047.0,1568735184.58,pyushkevich,1568735184.58,pyushkevich
12413,285081,candidate_roi,23784.0522661,17519.3190595,2047.0,2047.0,1568735184.59,pyushkevich,1568735184.59,pyushkevich
12414,285081,candidate_roi,44217.4993646,13569.072012,2047.0,2047.0,1568735184.6,pyushkevich,1568735184.6,pyushkevich
12415,285081,candidate_roi,41346.4370873,19281.9285157,2047.0,2047.0,1568735184.61,pyushkevich,1568735184.61,pyushkevich
12416,284975,candidate_roi,20396.3445373,66534.2692268,2047.0,2047.0,1568735184.67,pyushkevich,1568735184.67,pyushkevich
12417,284975,candidate_roi,39188.8888078,45218.543696,2047.0,2047.0,1568735184.68,pyushkevich,1568735184.68,pyushkevich
12418,284975,candidate_roi,43009.814868,77890.1638212,2047.0,2047.0,1568735184.69,pyushkevich,1568735184.69,pyushkevich
12419,284975,candidate_roi,29867.2100422,38448.0688515,2047.0,2047.0,1568735184.7,pyushkevich,1568735184.7,pyushkevich
12420,284975,candidate_roi,8644.88769914,54218.2606183,2047.0,2047.0,1568735184.71,pyushkevich,1568735184.71,pyushkevich
12421,284975,candidate_roi,53809.3149713,65243.1989321,2047.0,2047.0,1568735184.71,pyushkevich,1568735184.71,pyushkevich
12422,284975,candidate_roi,28963.3690309,46741.8704287,2047.0,2047.0,1568735184.72,pyushkevich,1568735184.72,pyushkevich
12423,284975,candidate_roi,77558.6969324,70305.2358905,2047.0,2047.0,1568735184.73,pyushkevich,1568735184.73,pyushkevich
12424,284975,candidate_roi,25966.6250754,38951.7926021,2047.0,2047.0,1568735184.74,pyushkevich,1568735184.74,pyushkevich
12425,284975,candidate_roi,41931.8986699,78110.6879439,2047.0,2047.0,1568735184.75,pyushkevich,1568735184.75,pyushkevich
12426,284975,candidate_roi,79677.8827358,61685.0717697,2047.0,2047.0,1568735184.75,pyushkevich,1568735184.75,pyushkevich
12427,284975,candidate_roi,85767.0251549,46977.3452164,2047.0,2047.0,1568735184.78,pyushkevich,1568735184.78,pyushkevich
12428,284975,candidate_roi,70769.0964683,75563.0448473,2047.0,2047.0,1568735184.79,pyushkevich,1568735184.79,pyushkevich
12429,284975,candidate_roi,76833.5320893,45573.4250478,2047.0,2047.0,1568735184.8,pyushkevich,1568735184.8,pyushkevich
12430,284975,candidate_roi,46261.4922436,77518.5905138,2047.0,2047.0,1568735184.81,pyushkevich,1568735184.81,pyushkevich
12431,284975,candidate_roi,9396.07222353,46993.5550381,2047.0,2047.0,1568735184.82,pyushkevich,1568735184.82,pyushkevich
12432,284975,candidate_roi,25723.6075633,25593.1576994,2047.0,2047.0,1568735184.82,pyushkevich,1568735184.82,pyushkevich
12433,284975,candidate_roi,18270.5509241,65061.2474714,2047.0,2047.0,1568735184.83,pyushkevich,1568735184.83,pyushkevich
12434,284975,candidate_roi,18489.1893661,41022.2842956,2047.0,2047.0,1568735184.84,pyushkevich,1568735184.84,pyushkevich
12435,284975,rated_roi_0_none,41496.3104843,27333.7217164,2047.0,2047.0,1568735184.85,pyushkevich,1570040943.55,dirwin
12436,284975,candidate_roi,51184.60793,73726.4039698,2047.0,2047.0,1568735184.86,pyushkevich,1568735184.86,pyushkevich
12437,284975,candidate_roi,20841.9289661,66867.1599816,2047.0,2047.0,1568735184.87,pyushkevich,1568735184.87,pyushkevich
12438,284975,candidate_roi,79232.0252797,47232.2157713,2047.0,2047.0,1568735184.87,pyushkevich,1568735184.87,pyushkevich
12439,284975,candidate_roi,75898.1631745,63852.8311535,2047.0,2047.0,1568735184.88,pyushkevich,1568735184.88,pyushkevich
12440,284975,candidate_roi,80076.4968026,62352.9396885,2047.0,2047.0,1568735184.89,pyushkevich,1568735184.89,pyushkevich
12441,284975,candidate_roi,53907.9969034,61898.0698832,2047.0,2047.0,1568735184.9,pyushkevich,1568735184.9,pyushkevich
12442,284975,candidate_roi,18030.6216886,48979.1695105,2047.0,2047.0,1568735184.9,pyushkevich,1568735184.9,pyushkevich
12443,284975,rated_roi_0_none,85932.4747895,40875.7311009,2047.0,2047.0,1568735184.91,pyushkevich,1570040934.91,dirwin
12444,284975,candidate_roi,8987.44311731,50567.6133509,2047.0,2047.0,1568735184.92,pyushkevich,1568735184.92,pyushkevich
12445,284975,candidate_roi,25785.8392324,39123.6837333,2047.0,2047.0,1568735184.93,pyushkevich,1568735184.93,pyushkevich
12446,284975,rated_roi_0_none,22490.6157115,48746.4397895,2047.0,2047.0,1568735184.94,pyushkevich,1570040926.28,dirwin
12447,284975,rated_roi_0_none,67019.2262199,77566.5265416,2047.0,2047.0,1568735184.94,pyushkevich,1570040960.6,dirwin
12448,284975,candidate_roi,75165.7050412,61190.7366925,2047.0,2047.0,1568735184.95,pyushkevich,1568735184.95,pyushkevich
12449,284975,candidate_roi,86166.4597437,61765.4368469,2047.0,2047.0,1568735184.96,pyushkevich,1568735184.96,pyushkevich
12450,284975,candidate_roi,59270.9018545,70234.3951766,2047.0,2047.0,1568735184.97,pyushkevich,1568735184.97,pyushkevich
12451,284975,candidate_roi,43275.8868541,43673.3262245,2047.0,2047.0,1568735184.97,pyushkevich,1568735184.97,pyushkevich
12452,284975,candidate_roi,78517.4235255,60354.320766,2047.0,2047.0,1568735184.98,pyushkevich,1568735184.98,pyushkevich
12453,284975,candidate_roi,61016.720567,61109.5410081,2047.0,2047.0,1568735184.99,pyushkevich,1568735184.99,pyushkevich
12454,284975,candidate_roi,53789.4406499,64507.4687107,2047.0,2047.0,1568735185.0,pyushkevich,1568735185.0,pyushkevich
12455,284975,candidate_roi,34505.4954596,77029.5517971,2047.0,2047.0,1568735185.01,pyushkevich,1568735185.01,pyushkevich
12456,284965,candidate_roi,39675.9568868,41086.7584062,2047.0,2047.0,1568735185.06,pyushkevich,1568990836.5,ittyerahr
12457,284965,candidate_roi,66488.9877027,30709.2605802,2047.0,2047.0,1568735185.07,pyushkevich,1568735185.07,pyushkevich
12458,284965,candidate_roi,26509.617955,43406.1289394,2047.0,2047.0,1568735185.08,pyushkevich,1568735185.08,pyushkevich
12459,284965,candidate_roi,33716.5333378,47528.9586653,2047.0,2047.0,1568735185.09,pyushkevich,1568735185.09,pyushkevich
12460,284965,candidate_roi,62006.8419764,12703.5795504,2047.0,2047.0,1568735185.1,pyushkevich,1568735185.1,pyushkevich
12461,284965,candidate_roi,29082.8763645,36611.7078382,2047.0,2047.0,1568735185.11,pyushkevich,1568735185.11,pyushkevich
12462,284965,candidate_roi,45979.6143274,43025.6532637,2047.0,2047.0,1568735185.11,pyushkevich,1568735185.11,pyushkevich
12463,284965,candidate_roi,51255.1403812,31668.4713196,2047.0,2047.0,1568735185.12,pyushkevich,1568735185.12,pyushkevich
12464,284965,candidate_roi,41356.6227094,27886.1239029,2047.0,2047.0,1568735185.13,pyushkevich,1568993567.82,ittyerahr
12465,284965,candidate_roi,27184.9967615,43544.441629,2047.0,2047.0,1568735185.14,pyushkevich,1568735185.14,pyushkevich
12466,284965,candidate_roi,62730.2753775,31280.562441,2047.0,2047.0,1568735185.15,pyushkevich,1568990838.82,ittyerahr
12467,284965,candidate_roi,53780.1461185,21423.836146,2047.0,2047.0,1568735185.15,pyushkevich,1568735185.15,pyushkevich
12468,284965,rated_roi_0_none,33744.6112196,59357.8903392,2047.0,2047.0,1568735185.16,pyushkevich,1570048670.57,dirwin
12469,284965,candidate_roi,68656.0678141,27128.6874979,2047.0,2047.0,1568735185.17,pyushkevich,1568735185.17,pyushkevich
12470,284965,candidate_roi,45014.0905727,56050.696785,2047.0,2047.0,1568735185.18,pyushkevich,1568735185.18,pyushkevich
12471,284965,candidate_roi,53666.7883741,21195.3221961,2047.0,2047.0,1568735185.19,pyushkevich,1568735185.19,pyushkevich
12472,284965,candidate_roi,29368.7849932,36872.1555347,2047.0,2047.0,1568735185.2,pyushkevich,1568735185.2,pyushkevich
12473,284965,candidate_roi,71050.4322468,23984.5257352,2047.0,2047.0,1568735185.21,pyushkevich,1568735185.21,pyushkevich
12474,284965,candidate_roi,56537.0503799,22228.2858407,2047.0,2047.0,1568735185.22,pyushkevich,1568735185.22,pyushkevich
12475,284965,rated_roi_0_none,38715.7953089,26690.6168768,2047.0,2047.0,1568735185.23,pyushkevich,1570048659.2,dirwin
12476,284965,candidate_roi,29482.0706545,44963.8154027,2047.0,2047.0,1568735185.24,pyushkevich,1568735185.24,pyushkevich
12477,284965,candidate_roi,27058.1889964,37001.3094681,2047.0,2047.0,1568735185.25,pyushkevich,1568990763.34,ittyerahr
12478,284965,candidate_roi,73448.8812175,14240.1619497,2047.0,2047.0,1568735185.26,pyushkevich,1568735185.26,pyushkevich
12479,284965,candidate_roi,65982.3553047,30746.8479321,2047.0,2047.0,1568735185.27,pyushkevich,1568735185.27,pyushkevich
12480,284965,candidate_roi,58851.1174346,27886.090096,2047.0,2047.0,1568735185.28,pyushkevich,1568735185.28,pyushkevich
12481,284965,rated_roi_0_none,32357.7816927,46672.1768674,2047.0,2047.0,1568735185.29,pyushkevich,1570048663.59,dirwin
12482,284965,candidate_roi,59238.9910576,28059.9067207,2047.0,2047.0,1568735185.3,pyushkevich,1568735185.3,pyushkevich
12483,284965,candidate_roi,27056.0700361,53455.0721603,2047.0,2047.0,1568735185.31,pyushkevich,1568735185.31,pyushkevich
12484,284965,candidate_roi,48475.3577864,29744.7852418,2047.0,2047.0,1568735185.32,pyushkevich,1568735185.32,pyushkevich
12485,284965,candidate_roi,77948.0496653,11733.0146516,2047.0,2047.0,1568735185.33,pyushkevich,1568735185.33,pyushkevich
12486,284965,candidate_roi,30202.4173656,45565.7059095,2047.0,2047.0,1568735185.34,pyushkevich,1568735185.34,pyushkevich
12487,284965,candidate_roi,47903.7274894,41529.0365684,2047.0,2047.0,1568735185.35,pyushkevich,1568735185.35,pyushkevich
12488,284965,rated_roi_0_none,68763.452369,13115.7365006,2047.0,2047.0,1568735185.36,pyushkevich,1570048650.16,dirwin
12489,284965,candidate_roi,67369.9577393,19590.4728716,2047.0,2047.0,1568735185.37,pyushkevich,1568735185.37,pyushkevich
12490,284965,candidate_roi,9500.54654931,64223.6504724,2047.0,2047.0,1568735185.38,pyushkevich,1568735185.38,pyushkevich
12491,284965,candidate_roi,72817.3527057,14266.2911106,2047.0,2047.0,1568735185.4,pyushkevich,1568735185.4,pyushkevich
12492,284965,candidate_roi,42350.8408185,56664.1643167,2047.0,2047.0,1568735185.41,pyushkevich,1568735185.41,pyushkevich
12493,284965,candidate_roi,46939.7469036,55118.2614608,2047.0,2047.0,1568735185.42,pyushkevich,1568735185.42,pyushkevich
12494,284965,candidate_roi,25971.2823235,35675.4864398,2047.0,2047.0,1568735185.43,pyushkevich,1568990755.94,ittyerahr
12495,284965,candidate_roi,33047.5726089,47200.8868255,2047.0,2047.0,1568735185.44,pyushkevich,1568735185.44,pyushkevich
12496,HNL-29-18_HL1a_TAU_4,candidate_roi,35610.5468545,25330.8459062,2047.0,2047.0,1568735185.48,pyushkevich,1568735185.48,pyushkevich
12497,HNL-29-18_HL1a_TAU_4,candidate_roi,12702.0381371,24695.0469908,2047.0,2047.0,1568735185.5,pyushkevich,1568735185.5,pyushkevich
12498,HNL-29-18_HL1a_TAU_4,candidate_roi,7800.53511628,11410.9553228,2047.0,2047.0,1568735185.51,pyushkevich,1568735185.51,pyushkevich
12500,HNL-29-18_HL1a_TAU_4,candidate_roi,8222.7534492,9763.99010295,2047.0,2047.0,1568735185.53,pyushkevich,1568735185.53,pyushkevich
12501,HNL-29-18_HL1a_TAU_4,candidate_roi,39627.0994572,14525.0152566,2047.0,2047.0,1568735185.54,pyushkevich,1568735185.54,pyushkevich
12502,HNL-29-18_HL1a_TAU_4,candidate_roi,9363.97903606,17469.8386828,2047.0,2047.0,1568735185.55,pyushkevich,1568735185.55,pyushkevich
12503,HNL-29-18_HL1a_TAU_4,candidate_roi,7736.37367543,10183.5871373,2047.0,2047.0,1568735185.56,pyushkevich,1568735185.56,pyushkevich
12504,HNL-29-18_HL1a_TAU_4,candidate_roi,26332.464292,11025.6816316,2047.0,2047.0,1568735185.57,pyushkevich,1568735185.57,pyushkevich
12505,HNL-29-18_HL1a_TAU_4,candidate_roi,34545.6502983,25581.1087617,2047.0,2047.0,1568735185.58,pyushkevich,1568735185.58,pyushkevich
12506,HNL-29-18_HL1a_TAU_4,rated_roi_0_none,41196.2421578,17364.5998261,2047.0,2047.0,1568735185.59,pyushkevich,1570040979.79,dirwin
12507,HNL-29-18_HL1a_TAU_4,candidate_roi,36020.9967276,12188.6365379,2047.0,2047.0,1568735185.6,pyushkevich,1568735185.6,pyushkevich
12508,HNL-29-18_HL1a_TAU_4,candidate_roi,38165.9631156,13536.8665499,2047.0,2047.0,1568735185.61,pyushkevich,1568735185.61,pyushkevich
12509,HNL-29-18_HL1a_TAU_4,candidate_roi,9474.17624209,8618.21909686,2047.0,2047.0,1568735185.62,pyushkevich,1568735185.62,pyushkevich
